"VIEWNAME","ITM_NAME","CDL_NAME","CODE","DECODE","update_stamp"
"LONI_CONCL","WDRSN","WDRSN","01","Death of subject","2013-07-09 11:28:44.0"
"LONI_CONCL","WDRSN","WDRSN","02","Adverse Event","2013-07-09 11:28:44.0"
"LONI_CONCL","WDRSN","WDRSN","06","Inability to continue giving consent","2013-07-09 11:28:44.0"
"LONI_CONCL","WDRSN","WDRSN","07","Unwilling/unable to commit","2013-07-09 11:28:44.0"
"LONI_CONCL","WDRSN","WDRSN","08","Institutionalized","2013-07-09 11:28:44.0"
"LONI_CONCL","WDRSN","WDRSN","09","Lost to follow-up","2013-07-09 11:28:44.0"
"LONI_CONCL","WDRSN","WDRSN","12","Reason specified by the protocol","2013-07-09 11:28:44.0"
"LONI_CONCL","WDRSN","WDRSN","99","Other","2013-07-09 11:28:44.0"
"LONI_CONCL","WDWHO","WDWHO","01","Subject","2013-07-09 11:28:44.0"
"LONI_CONCL","WDWHO","WDWHO","02","Investigator","2013-07-09 11:28:44.0"
"LONI_CONCL","WDWHO","WDWHO","03","Clinical Monitor","2013-07-09 11:28:44.0"
"LONI_CONCL","WDWHO","WDWHO","04","Sponsor","2013-07-09 11:28:44.0"
"LONI_CONCL","WDWHO","WDWHO","05","Primary Care Physician","2013-07-09 11:28:44.0"
"LONI_CONCL","WDWHO","WDWHO","06","Informant/Caregiver","2013-07-09 11:28:44.0"
"LONI_CONCL","WDWHO","WDWHO","99","Other","2013-07-09 11:28:44.0"
"LONI_CONMED","DISMED","YN","0","No","2013-07-09 11:28:44.0"
"LONI_CONMED","DISMED","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_CONMED","ONGOING","YN","0","No","2013-07-09 11:28:44.0"
"LONI_CONMED","ONGOING","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_CONMED","ROUTE","ROUTE","1","IV","2013-07-09 11:28:44.0"
"LONI_CONMED","ROUTE","ROUTE","2","IM","2013-07-09 11:28:44.0"
"LONI_CONMED","ROUTE","ROUTE","3","PO","2013-07-09 11:28:44.0"
"LONI_CONMED","ROUTE","ROUTE","4","SC","2013-07-09 11:28:44.0"
"LONI_CONMED","ROUTE","ROUTE","5","PR","2013-07-09 11:28:44.0"
"LONI_CONMED","ROUTE","ROUTE","6","Sublingual","2013-07-09 11:28:44.0"
"LONI_CONMED","ROUTE","ROUTE","7","Inhaled","2013-07-09 11:28:44.0"
"LONI_CONMED","ROUTE","ROUTE","8","Topical","2013-07-09 11:28:44.0"
"LONI_CONMED","ROUTE","ROUTE","9","Other","2013-07-09 11:28:44.0"
"LONI_CONMED","STARTEST","DATEEST","ACT","Actual date","2013-07-09 11:28:44.0"
"LONI_CONMED","STARTEST","DATEEST","DAY","Day estimated","2013-07-09 11:28:44.0"
"LONI_CONMED","STARTEST","DATEEST","MD","Month and Day estimated","2013-07-09 11:28:44.0"
"LONI_CONMED","STARTEST","DATEEST","MON","Month estimated","2013-07-09 11:28:44.0"
"LONI_CONMED","STOPEST","DATEEST","ACT","Actual date","2013-07-09 11:28:44.0"
"LONI_CONMED","STOPEST","DATEEST","DAY","Day estimated","2013-07-09 11:28:44.0"
"LONI_CONMED","STOPEST","DATEEST","MD","Month and Day estimated","2013-07-09 11:28:44.0"
"LONI_CONMED","STOPEST","DATEEST","MON","Month estimated","2013-07-09 11:28:44.0"
"LONI_DNA","BLDDNA","LAB","0","Not collected","2013-07-09 11:28:44.0"
"LONI_DNA","BLDDNA","LAB","1","Collected","2013-07-09 11:28:44.0"
"LONI_INEX","ELIGIBIL","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","ELIGIBIL","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX1","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX1","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX10","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX10","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX2","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX2","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX21","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX21","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX22","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX22","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX23","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX23","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX24","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX24","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX25","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX25","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX26","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX26","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX27","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX27","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX28","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX28","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX29","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX29","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX3","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX3","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX30","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX30","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX35","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX35","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX4","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX4","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX5","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX5","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX6","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX6","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX7","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX7","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX8","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX8","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_INEX","INEX9","YN","0","No","2013-07-09 11:28:44.0"
"LONI_INEX","INEX9","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_LAB","BLDPLAS","LAB","0","Not collected","2013-07-09 11:28:44.0"
"LONI_LAB","BLDPLAS","LAB","1","Collected","2013-07-09 11:28:44.0"
"LONI_LAB","BLDRNA","LAB","0","Not collected","2013-07-09 11:28:44.0"
"LONI_LAB","BLDRNA","LAB","1","Collected","2013-07-09 11:28:44.0"
"LONI_LAB","FASTSTAT","FASTSTAT","1","Fasted (minimum of 8 hours)","2013-07-09 11:28:44.0"
"LONI_LAB","FASTSTAT","FASTSTAT","2","Low Fat Diet","2013-07-09 11:28:44.0"
"LONI_LAB","FASTSTAT","FASTSTAT","3","Not Fasted, No Low Fat Diet","2013-07-09 11:28:44.0"
"LONI_LAB","PDMEDYN","YN","0","No","2013-07-09 11:28:44.0"
"LONI_LAB","PDMEDYN","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_LUMBAR","CSFCOLL","LABATMP","0","Not Done","2013-07-09 11:28:44.0"
"LONI_LUMBAR","CSFCOLL","LABATMP","1","Collected","2013-07-09 11:28:44.0"
"LONI_LUMBAR","CSFCOLL","LABATMP","2","Partial Collection","2013-07-09 11:28:44.0"
"LONI_LUMBAR","CSFCOLL","LABATMP","3","Attempted, no collection","2013-07-09 11:28:44.0"
"LONI_LUMBAR","CSFMETHD","CSFMETHD","1","Gravity","2013-07-09 11:28:44.0"
"LONI_LUMBAR","CSFMETHD","CSFMETHD","2","Syringe suction","2013-07-09 11:28:44.0"
"LONI_LUMBAR","CSFNEEDL","CSFNEEDL","1","20g Quincke (sharp bevelled) needle","2013-07-09 11:28:44.0"
"LONI_LUMBAR","CSFNEEDL","CSFNEEDL","2","22g Quincke (sharp bevelled) needle","2013-07-09 11:28:44.0"
"LONI_LUMBAR","CSFNEEDL","CSFNEEDL","3","25g Quincke (sharp bevelled) needle","2013-07-09 11:28:44.0"
"LONI_LUMBAR","CSFNEEDL","CSFNEEDL","4","22g Sprotte (atraumatic) needle","2013-07-09 11:28:44.0"
"LONI_LUMBAR","CSFNEEDL","CSFNEEDL","5","24g Sprotte (atraumatic) needle","2013-07-09 11:28:44.0"
"LONI_LUMBAR","CSFNEEDL","CSFNEEDL","6","18g","2013-07-09 11:28:44.0"
"LONI_LUMBAR","FASTSTAT","FASTSTAT","1","Fasted (minimum of 8 hours)","2013-07-09 11:28:44.0"
"LONI_LUMBAR","FASTSTAT","FASTSTAT","2","Low Fat Diet","2013-07-09 11:28:44.0"
"LONI_LUMBAR","FASTSTAT","FASTSTAT","3","Not Fasted, No Low Fat Diet","2013-07-09 11:28:44.0"
"LONI_LUMBAR","FLUORO","YN","0","No","2013-07-09 11:28:44.0"
"LONI_LUMBAR","FLUORO","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_LUMBAR","LPPOSITN","LPPOSITN","1","Sitting, leaned over","2013-07-09 11:28:44.0"
"LONI_LUMBAR","LPPOSITN","LPPOSITN","2","Lying, curled up on side","2013-07-09 11:28:44.0"
"LONI_LUMBAR","LPPOSITN","LPPOSITN","3","Unknown","2013-07-09 11:28:44.0"
"LONI_LUMBAR","LPSITE","LPSITE","0","L2-L3 Interspace","2013-07-09 11:28:44.0"
"LONI_LUMBAR","LPSITE","LPSITE","1","L3-L4 Interspace","2013-07-09 11:28:44.0"
"LONI_LUMBAR","LPSITE","LPSITE","2","L4-L5 Interspace","2013-07-09 11:28:44.0"
"LONI_LUMBAR","LPSITE","LPSITE","3","Unknown","2013-07-09 11:28:44.0"
"LONI_LUMBAR","PDMEDYN","YN","0","No","2013-07-09 11:28:44.0"
"LONI_LUMBAR","PDMEDYN","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_LUMBAR","RBCUNIT","BCUNIT","10^3 mcL","10^3 mcL","2013-07-09 11:28:44.0"
"LONI_LUMBAR","RBCUNIT","BCUNIT","10^9 mcL","10^9 mcL","2013-07-09 11:28:44.0"
"LONI_LUMBAR","RBCUNITB","BCUNITB","1","1 - Per cubic millimeter","2013-07-09 11:28:44.0"
"LONI_LUMBAR","RBCUNITB","BCUNITB","2","2 - Per microliter","2013-07-09 11:28:44.0"
"LONI_LUMBAR","RBCUNITB","BCUNITB","3","3 - Per liter","2013-07-09 11:28:44.0"
"LONI_LUMBAR","RBCUNITB","BCUNITB","4","4 - Other","2013-07-09 11:28:44.0"
"LONI_LUMBAR","SMPDSCRD","YN","0","No","2013-07-09 11:28:44.0"
"LONI_LUMBAR","SMPDSCRD","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_LUMBAR","SMPLOCAL","YN","0","No","2013-07-09 11:28:44.0"
"LONI_LUMBAR","SMPLOCAL","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_LUMBAR","SPFI","YN","0","No","2013-07-09 11:28:44.0"
"LONI_LUMBAR","SPFI","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_LUMBAR","TGLCUNIT","TGLCUNIT","mg/dL","mg/dL","2013-07-09 11:28:44.0"
"LONI_LUMBAR","TGLCUNIT","TGLCUNIT","mmol/L","mmol/L","2013-07-09 11:28:44.0"
"LONI_LUMBAR","TOPRUNIT","TOPRUNIT","g/L","g/L","2013-07-09 11:28:44.0"
"LONI_LUMBAR","TOPRUNIT","TOPRUNIT","g/dL","g/dL","2013-07-09 11:28:44.0"
"LONI_LUMBAR","TOPRUNIT","TOPRUNIT","mg/dL","mg/dL","2013-07-09 11:28:44.0"
"LONI_LUMBAR","WBCUNIT","BCUNIT","10^3 mcL","10^3 mcL","2013-07-09 11:28:44.0"
"LONI_LUMBAR","WBCUNIT","BCUNIT","10^9 mcL","10^9 mcL","2013-07-09 11:28:44.0"
"LONI_LUMBAR","WBCUNITB","BCUNITB","1","1 - Per cubic millimeter","2013-07-09 11:28:44.0"
"LONI_LUMBAR","WBCUNITB","BCUNITB","2","2 - Per microliter","2013-07-09 11:28:44.0"
"LONI_LUMBAR","WBCUNITB","BCUNITB","3","3 - Per liter","2013-07-09 11:28:44.0"
"LONI_LUMBAR","WBCUNITB","BCUNITB","4","4 - Other","2013-07-09 11:28:44.0"
"LONI_MHXGEN","MHACTRES","STATUS","1","Active","2013-07-09 11:28:44.0"
"LONI_MHXGEN","MHACTRES","STATUS","2","Resolved","2013-07-09 11:28:44.0"
"LONI_MHXGEN","MHHX","YNONE","0","None","2013-07-09 11:28:44.0"
"LONI_MHXGEN","MHHX","YNONE","1","Yes","2013-07-09 11:28:44.0"
"LONI_NUPDRS1","NUPSOURC","NUPDRSRC","1","Patient","2013-07-09 11:28:44.0"
"LONI_NUPDRS1","NUPSOURC","NUPDRSRC","2","Caregiver","2013-07-09 11:28:44.0"
"LONI_NUPDRS1","NUPSOURC","NUPDRSRC","3","Patient and Caregiver - Equal Proportion","2013-07-09 11:28:44.0"
"LONI_NUPDRS1P","NUPSOURC","NUPDRSRC","1","Patient","2013-07-09 11:28:44.0"
"LONI_NUPDRS1P","NUPSOURC","NUPDRSRC","2","Caregiver","2013-07-09 11:28:44.0"
"LONI_NUPDRS1P","NUPSOURC","NUPDRSRC","3","Patient and Caregiver - Equal Proportion","2013-07-09 11:28:44.0"
"LONI_NUPDRS2P","NUPSOURC","NUPDRSRC","1","Patient","2013-07-09 11:28:44.0"
"LONI_NUPDRS2P","NUPSOURC","NUPDRSRC","2","Caregiver","2013-07-09 11:28:44.0"
"LONI_NUPDRS2P","NUPSOURC","NUPDRSRC","3","Patient and Caregiver - Equal Proportion","2013-07-09 11:28:44.0"
"LONI_NUPDRS3","DYSKIRAT","YN","0","No","2013-07-09 11:28:44.0"
"LONI_NUPDRS3","DYSKIRAT","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_NUPDRS3","DYSKPRES","YN","0","No","2013-07-09 11:28:44.0"
"LONI_NUPDRS3","DYSKPRES","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_PDFEAT","DOMSIDE","SIDEAFF","1","Left","2013-07-09 11:28:44.0"
"LONI_PDFEAT","DOMSIDE","SIDEAFF","2","Right","2013-07-09 11:28:44.0"
"LONI_PDFEAT","DOMSIDE","SIDEAFF","3","Symmetric","2013-07-09 11:28:44.0"
"LONI_PDFEAT","DXBRADY","YNUNK","0","No","2013-07-09 11:28:44.0"
"LONI_PDFEAT","DXBRADY","YNUNK","1","Yes","2013-07-09 11:28:44.0"
"LONI_PDFEAT","DXBRADY","YNUNK","U","Unknown","2013-07-09 11:28:44.0"
"LONI_PDFEAT","DXOTHSX","YNUNK","0","No","2013-07-09 11:28:44.0"
"LONI_PDFEAT","DXOTHSX","YNUNK","1","Yes","2013-07-09 11:28:44.0"
"LONI_PDFEAT","DXOTHSX","YNUNK","U","Unknown","2013-07-09 11:28:44.0"
"LONI_PDFEAT","DXPOSINS","YNUNK","0","No","2013-07-09 11:28:44.0"
"LONI_PDFEAT","DXPOSINS","YNUNK","1","Yes","2013-07-09 11:28:44.0"
"LONI_PDFEAT","DXPOSINS","YNUNK","U","Unknown","2013-07-09 11:28:44.0"
"LONI_PDFEAT","DXRIGID","YNUNK","0","No","2013-07-09 11:28:44.0"
"LONI_PDFEAT","DXRIGID","YNUNK","1","Yes","2013-07-09 11:28:44.0"
"LONI_PDFEAT","DXRIGID","YNUNK","U","Unknown","2013-07-09 11:28:44.0"
"LONI_PDFEAT","DXTREMOR","YNUNK","0","No","2013-07-09 11:28:44.0"
"LONI_PDFEAT","DXTREMOR","YNUNK","1","Yes","2013-07-09 11:28:44.0"
"LONI_PDFEAT","DXTREMOR","YNUNK","U","Unknown","2013-07-09 11:28:44.0"
"LONI_PDFEAT","PDDXEST","DATEEST","ACT","Actual date","2013-07-09 11:28:44.0"
"LONI_PDFEAT","PDDXEST","DATEEST","DAY","Day estimated","2013-07-09 11:28:44.0"
"LONI_PDFEAT","PDDXEST","DATEEST","MD","Month and Day estimated","2013-07-09 11:28:44.0"
"LONI_PDFEAT","PDDXEST","DATEEST","MON","Month estimated","2013-07-09 11:28:44.0"
"LONI_PDMEDUSE","FULNUPDR","YN","0","No","2013-07-09 11:28:44.0"
"LONI_PDMEDUSE","FULNUPDR","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_PDMEDUSE","PDMEDYN","YN","0","No","2013-07-09 11:28:44.0"
"LONI_PDMEDUSE","PDMEDYN","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_PECN","CN11RSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PECN","CN11RSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
"LONI_PECN","CN11RSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PECN","CN11RSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PECN","CN12RSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PECN","CN12RSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
"LONI_PECN","CN12RSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PECN","CN12RSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PECN","CN1RSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PECN","CN1RSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
"LONI_PECN","CN1RSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PECN","CN1RSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PECN","CN2RSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PECN","CN2RSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
"LONI_PECN","CN2RSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PECN","CN2RSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PECN","CN346RSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PECN","CN346RSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
"LONI_PECN","CN346RSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PECN","CN346RSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PECN","CN5RSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PECN","CN5RSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
"LONI_PECN","CN5RSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PECN","CN5RSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PECN","CN7RSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PECN","CN7RSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
"LONI_PECN","CN7RSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PECN","CN7RSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PECN","CN8RSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PECN","CN8RSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
"LONI_PECN","CN8RSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PECN","CN8RSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PECN","CN910RSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PECN","CN910RSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
"LONI_PECN","CN910RSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PECN","CN910RSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PENEURO","COFNLRSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PENEURO","COFNLRSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
"LONI_PENEURO","COFNLRSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PENEURO","COFNLRSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PENEURO","COFNRRSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PENEURO","COFNRRSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
"LONI_PENEURO","COFNRRSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PENEURO","COFNRRSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PENEURO","COHSLRSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PENEURO","COHSLRSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
"LONI_PENEURO","COHSLRSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PENEURO","COHSLRSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PENEURO","COHSRRSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PENEURO","COHSRRSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
"LONI_PENEURO","COHSRRSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PENEURO","COHSRRSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PENEURO","MSLARSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PENEURO","MSLARSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
"LONI_PENEURO","MSLARSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PENEURO","MSLARSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PENEURO","MSLLRSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PENEURO","MSLLRSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
"LONI_PENEURO","MSLLRSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PENEURO","MSLLRSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PENEURO","MSRARSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PENEURO","MSRARSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
"LONI_PENEURO","MSRARSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PENEURO","MSRARSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PENEURO","MSRLRSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PENEURO","MSRLRSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
